Index	Date	Time	Duration	SAMPLE	TYPE	CORE	Mo	Zr	Sr	U	Rb	Th	Pb	Au	Se	As	Hg	Zn	W	Cu	Ni	Co	Fe	Mn	Cr	V	Ti	Sc	Ca	K	S	Nd	Pr	Ce	La	Ba	Sb	Sn	Cd	Pd	Ag	Bal	Nb	Y	Bi	Re	Ta	Hf	Al	P	Si	Cl	Mg	Cs	Te
327	21/11/2019	15:23:00	121.02	apa2001-066.98-1	S	APA2001	<LOD	58.61	10.64	<LOD	5.15	<LOD	29.45	<LOD	<LOD	<LOD	<LOD	<LOD	3215.18	1152.05	2647.17	1105.80	53310.39	<LOD	15.35	3.90	45.44	2.39	<LOD	10239.05	28237.12	844.58	477.66	<LOD	275.88	813.90	211.79	124.50	<LOD	<LOD	<LOD	859073.63	<LOD	1.76	<LOD	<LOD	<LOD	<LOD	<LOD	3207.34	21395.11	12864.00	<LOD	427.62	213.08
328	21/11/2019	15:27:00	121.14	apa2001-066.98-2	D	APA2001	<LOD	90.74	7.07	<LOD	<LOD	<LOD	20.83	<LOD	<LOD	<LOD	<LOD	<LOD	2145.22	790.14	1808.86	367.35	29311.77	<LOD	14.52	5.13	59.15	3.59	<LOD	638.28	12959.50	958.49	558.82	285.67	287.69	1181.83	226.11	159.15	97.20	28.52	<LOD	910248.50	11.95	2.05	<LOD	<LOD	<LOD	<LOD	<LOD	2677.72	17463.47	9969.14	<LOD	648.39	348.66
329	21/11/2019	15:31:00	122.24	apa2001-067.40-1	S	APA2001	<LOD	95.54	4.81	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	18.39	<LOD	<LOD	<LOD	927.39	2185.44	596.73	44176.04	<LOD	16.81	4.35	67.06	2.32	<LOD	639.93	17011.02	845.88	445.24	<LOD	290.20	1182.44	223.09	160.06	86.45	43.62	<LOD	889092.88	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2236.22	17435.08	11166.97	<LOD	542.83	310.72
330	21/11/2019	15:34:00	121.42	apa2001-067.40-2	D	APA2001	<LOD	60.41	6.10	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2060.99	841.96	1777.61	445.48	29150.42	<LOD	12.93	3.79	84.88	3.40	<LOD	625.40	8973.03	569.76	539.77	<LOD	<LOD	850.90	160.18	102.45	59.19	<LOD	<LOD	913061.31	8.17	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2604.95	21761.84	9618.39	<LOD	404.73	215.86
331	21/11/2019	15:38:00	120.41	apa2001-068.28-1	S	APA2001	<LOD	76.31	5.51	<LOD	<LOD	<LOD	22.87	<LOD	<LOD	<LOD	<LOD	<LOD	2543.96	1283.97	2043.00	433.97	41497.82	<LOD	15.34	4.36	50.24	2.86	<LOD	603.46	15359.10	606.04	437.44	319.32	251.45	945.46	214.92	108.42	63.80	<LOD	<LOD	893093.94	7.60	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2382.33	18512.32	10973.30	<LOD	456.71	244.33
332	21/11/2019	15:40:00	122.25	apa2001-068.28-2	D	APA2001	<LOD	76.35	9.51	<LOD	<LOD	<LOD	25.76	<LOD	<LOD	<LOD	<LOD	<LOD	2849.72	1453.73	2037.99	614.01	45672.47	<LOD	15.94	3.89	54.14	2.32	<LOD	632.50	14860.70	677.26	411.35	297.14	279.37	716.70	128.16	66.54	<LOD	<LOD	<LOD	888626.31	12.86	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2114.82	18931.88	11071.93	<LOD	402.39	189.87
333	21/11/2019	15:45:00	122.2	apa2001-068.80-1	S	APA2001	<LOD	197.13	19.01	<LOD	18.85	<LOD	18.40	<LOD	<LOD	<LOD	<LOD	<LOD	2280.22	789.33	1741.46	381.30	28504.07	<LOD	19.61	4.57	100.22	2.55	<LOD	11271.56	6915.48	762.89	326.39	<LOD	286.25	1296.46	173.17	135.97	90.27	23.84	<LOD	913082.19	12.62	1.83	<LOD	<LOD	<LOD	<LOD	<LOD	1752.08	18945.38	10722.31	<LOD	481.94	279.71
334	21/11/2019	15:48:00	121.02	apa2001-068.80-2	D	APA2001	<LOD	225.54	16.69	<LOD	20.44	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2057.76	726.04	1689.95	393.59	25063.62	<LOD	18.72	4.29	115.88	1.85	<LOD	737.98	6322.80	690.67	414.56	398.23	285.67	1395.29	209.56	196.68	73.08	37.91	<LOD	921235.69	12.59	2.57	<LOD	<LOD	<LOD	<LOD	<LOD	2255.18	17562.72	9233.76	<LOD	626.23	314.69
338	21/11/2019	16:04:00	121.63	apa2001-069.20-1	S	APA2001	<LOD	127.75	11.28	<LOD	10.84	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1937.37	791.38	1429.17	379.25	36419.33	<LOD	15.15	5.48	92.21	2.55	<LOD	722.40	14642.08	567.67	367.95	319.13	<LOD	774.02	125.37	98.74	35.01	<LOD	<LOD	888267.38	14.33	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2277.72	33183.32	9079.48	<LOD	352.84	193.13
336	21/11/2019	15:56:00	121.57	apa2001-069.20-2	D	APA2001	<LOD	107.06	7.95	<LOD	6.26	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2531.30	918.12	2204.13	579.26	32245.62	<LOD	16.18	5.04	68.98	2.06	<LOD	10161.82	12552.11	655.80	313.91	272.35	<LOD	967.94	162.41	99.94	<LOD	<LOD	<LOD	897245.00	10.80	1.83	<LOD	<LOD	<LOD	<LOD	<LOD	2512.17	23900.73	11655.91	<LOD	359.34	191.04
340	21/11/2019	16:12:00	121.89	apa2001-070.22-1	S	APA2001	10.05	175.63	17.38	<LOD	21.15	<LOD	21.90	<LOD	<LOD	<LOD	<LOD	<LOD	2069.32	692.00	1627.02	388.78	24389.22	<LOD	18.01	5.62	91.48	2.37	<LOD	10958.94	9805.17	803.43	514.70	245.11	<LOD	1465.34	220.37	184.47	43.64	<LOD	<LOD	913997.44	12.96	1.78	<LOD	<LOD	<LOD	<LOD	<LOD	1949.05	20292.91	10003.30	<LOD	604.03	321.55
341	21/11/2019	16:15:00	121.73	apa2001-070.22-2	D	APA2001	<LOD	165.60	22.63	<LOD	27.03	<LOD	23.04	<LOD	<LOD	<LOD	<LOD	<LOD	2055.32	774.09	1787.55	<LOD	19203.65	<LOD	15.79	6.93	85.73	3.33	<LOD	12458.63	12782.78	<LOD	<LOD	<LOD	<LOD	1381.09	173.93	109.47	61.36	28.24	<LOD	910531.75	13.64	1.68	<LOD	<LOD	<LOD	<LOD	<LOD	3143.49	23807.50	10754.24	<LOD	454.88	247.14
342	21/11/2019	16:19:00	122.36	apa2001-070.55-1	S	APA2001	<LOD	274.66	48.81	2.33	37.71	16.79	18.93	<LOD	<LOD	17.23	<LOD	<LOD	1736.64	620.21	1486.96	<LOD	7854.83	<LOD	13.18	5.95	107.43	2.08	<LOD	11627.00	5929.59	609.11	415.35	214.48	192.06	1684.64	187.71	111.66	59.90	28.50	<LOD	940869.50	19.96	2.22	<LOD	<LOD	<LOD	<LOD	<LOD	2021.40	16637.18	7696.32	<LOD	504.08	243.79
343	21/11/2019	16:22:00	121.59	apa2001-070.55-2	D	APA2001	<LOD	273.29	44.83	2.00	37.30	<LOD	26.35	<LOD	<LOD	<LOD	<LOD	<LOD	1817.97	630.09	1316.72	<LOD	7059.41	<LOD	13.56	5.85	92.63	2.00	<LOD	12671.31	6668.26	889.75	525.58	231.01	219.84	1762.28	176.69	114.57	77.86	20.00	<LOD	931792.81	23.03	2.41	<LOD	<LOD	<LOD	<LOD	<LOD	2872.01	21786.65	9072.99	<LOD	499.93	255.25
378	22/11/2019	10:13:00	122.63	apa2001-072.52-1	S	APA2001	12.14	109.56	14.10	<LOD	12.91	20.43	39.91	<LOD	<LOD	<LOD	<LOD	<LOD	2791.07	986.13	2272.12	817.81	46288.11	<LOD	15.47	3.95	64.66	2.49	<LOD	11081.90	22010.48	1390.39	825.22	372.51	380.68	1360.86	191.70	150.42	102.86	<LOD	<LOD	870982.31	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2230.70	22773.95	12730.45	<LOD	535.35	253.19
379	22/11/2019	10:16:00	122.54	apa2001-072.52-2	D	APA2001	14.92	128.06	9.44	<LOD	10.24	<LOD	25.98	<LOD	<LOD	20.13	<LOD	<LOD	2033.27	776.19	1812.73	524.93	33988.16	<LOD	16.40	3.04	66.52	2.64	<LOD	666.11	6980.58	838.44	414.56	237.43	318.18	1339.43	214.16	149.03	52.03	28.82	<LOD	918674.94	8.00	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2056.99	13630.45	8811.75	<LOD	541.02	291.47
384	22/11/2019	10:44:00	120.99	apa2001-072.98-1	S	APA2001	<LOD	88.62	5.00	<LOD	<LOD	14.96	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2177.82	822.56	1808.39	461.49	28783.40	<LOD	15.47	4.80	61.19	2.68	<LOD	618.87	12194.66	678.56	328.31	281.04	<LOD	995.46	205.94	115.94	74.21	24.28	<LOD	906501.25	9.60	1.63	<LOD	<LOD	<LOD	<LOD	<LOD	2935.12	22049.30	10493.30	<LOD	515.36	287.48
386	22/11/2019	10:48:00	122.61	apa2001-072.98-2	D	APA2001	<LOD	86.82	5.63	<LOD	<LOD	18.77	21.26	<LOD	<LOD	<LOD	<LOD	<LOD	2462.29	963.28	2007.25	660.56	35358.65	<LOD	16.36	2.93	62.61	2.90	<LOD	629.56	14126.40	705.07	370.04	<LOD	<LOD	1042.15	170.74	107.17	59.57	<LOD	<LOD	897559.25	11.06	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2449.39	21914.18	11395.15	<LOD	468.44	274.43
380	22/11/2019	10:19:00	120.56	apa2001-073.57-1	S	APA2001	<LOD	189.52	26.49	1.82	31.38	<LOD	22.33	<LOD	<LOD	<LOD	<LOD	<LOD	2028.39	713.99	1546.51	327.43	18925.43	<LOD	15.24	4.73	84.05	2.88	<LOD	12061.53	9166.92	613.30	361.88	283.52	270.51	1590.30	139.19	130.93	56.37	24.81	<LOD	919483.19	14.95	1.98	<LOD	<LOD	<LOD	<LOD	<LOD	2663.26	18856.55	10474.29	<LOD	477.68	220.66
381	22/11/2019	10:23:00	121.1	apa2001-073.57-2	D	APA2001	<LOD	153.80	35.74	<LOD	31.59	<LOD	23.86	<LOD	<LOD	<LOD	<LOD	<LOD	1596.63	629.48	1337.11	<LOD	10685.90	<LOD	13.91	6.84	108.63	2.91	<LOD	12291.79	5962.41	778.06	443.62	398.66	384.67	1413.72	203.82	117.63	65.33	26.95	<LOD	932314.63	12.97	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2223.64	19727.28	8837.34	<LOD	477.11	221.25
382	22/11/2019	10:27:00	120.05	apa2001-073.96-1	S	APA2001	<LOD	235.94	40.01	<LOD	39.56	18.92	<LOD	<LOD	<LOD	14.97	<LOD	<LOD	1711.38	625.98	1546.02	<LOD	8508.86	<LOD	14.99	5.56	77.74	2.78	<LOD	14535.02	6930.57	764.78	452.52	400.49	436.63	1725.36	200.43	119.83	81.78	<LOD	<LOD	928505.63	16.29	2.12	<LOD	<LOD	<LOD	<LOD	<LOD	2641.62	20332.98	10020.00	<LOD	561.22	235.16
383	22/11/2019	10:30:00	121.84	apa2001-073.96-2	D	APA2001	<LOD	299.95	48.28	<LOD	47.01	18.06	17.44	<LOD	<LOD	17.30	<LOD	<LOD	1801.90	632.17	1389.29	<LOD	7098.76	<LOD	14.43	5.93	112.56	2.54	<LOD	15927.12	6519.27	617.45	<LOD	311.00	262.08	1976.45	180.49	120.33	76.26	19.45	<LOD	931088.19	19.12	2.36	<LOD	<LOD	<LOD	<LOD	<LOD	2437.46	19829.65	9203.71	<LOD	540.91	301.42
387	22/11/2019	10:52:00	120.62	apa2001-074.35-1	S	APA2001	<LOD	138.13	39.04	<LOD	32.90	14.12	22.07	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	653.33	1696.34	<LOD	4231.65	<LOD	15.04	3.47	45.90	2.20	<LOD	13676.09	7483.55	504.43	277.52	219.72	360.62	1355.39	142.42	113.30	50.33	<LOD	<LOD	935107.81	14.53	3.01	<LOD	<LOD	<LOD	<LOD	<LOD	2759.67	18002.53	10651.38	<LOD	444.56	204.88
388	22/11/2019	10:56:00	120.04	apa2001-074.35-2	D	APA2001	<LOD	145.85	44.28	<LOD	32.28	15.49	25.54	<LOD	<LOD	<LOD	<LOD	<LOD	2040.09	758.84	1507.69	<LOD	4591.36	<LOD	15.12	4.63	46.17	2.01	<LOD	13395.41	7026.32	698.82	505.70	394.02	416.10	1350.11	139.30	115.77	43.58	<LOD	<LOD	935208.81	11.64	2.90	<LOD	<LOD	<LOD	<LOD	<LOD	3023.34	17277.13	10685.39	<LOD	437.99	160.33
390	22/11/2019	11:04:00	120.63	apa2001-075.35-1	S	APA2001	<LOD	224.99	59.62	<LOD	39.50	15.04	15.74	<LOD	<LOD	<LOD	<LOD	<LOD	1372.73	491.56	996.58	<LOD	8793.37	<LOD	14.70	6.32	151.68	2.88	826.81	14029.62	4619.82	381.41	292.01	331.12	267.79	1475.57	179.38	124.77	62.87	<LOD	<LOD	937359.56	12.30	2.99	<LOD	<LOD	<LOD	<LOD	<LOD	2081.08	20281.87	6822.80	<LOD	436.18	219.78
391	22/11/2019	11:06:00	122.64	apa2001-075.35-2	D	APA2001	<LOD	220.68	58.05	1.73	40.85	16.53	21.99	<LOD	<LOD	<LOD	<LOD	<LOD	1409.14	477.79	999.07	<LOD	8568.01	<LOD	12.02	3.81	142.54	2.08	<LOD	13297.91	4381.95	358.93	281.72	286.38	174.33	1531.20	194.66	107.92	73.67	19.24	<LOD	939798.25	14.97	2.95	<LOD	<LOD	<LOD	<LOD	<LOD	1794.38	19825.06	6461.43	<LOD	460.34	247.04
392	22/11/2019	11:13:00	120.73	apa2001-076.55-1	S	APA2001	<LOD	268.33	68.83	<LOD	47.26	16.91	27.34	<LOD	<LOD	<LOD	<LOD	<LOD	1775.61	616.36	1417.54	<LOD	4630.99	<LOD	13.69	5.88	76.45	1.72	1348.52	13387.33	6362.79	760.63	446.18	461.59	359.75	1834.08	195.31	137.21	70.06	21.81	<LOD	936520.81	19.81	2.74	<LOD	<LOD	<LOD	<LOD	<LOD	2467.42	19083.16	8951.18	<LOD	523.09	251.03
393	22/11/2019	11:17:00	122.72	apa2001-076.55-2	D	APA2001	<LOD	273.66	70.76	<LOD	46.21	<LOD	26.42	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	596.81	1297.27	<LOD	4689.26	<LOD	14.29	5.15	77.96	2.14	1304.88	13784.66	6041.75	794.46	420.23	347.60	345.31	1660.82	178.77	112.56	60.91	19.94	<LOD	936033.13	19.59	2.69	<LOD	<LOD	<LOD	<LOD	<LOD	2390.66	20098.69	8782.17	<LOD	454.59	239.33
394	22/11/2019	11:22:00	122.67	apa2001-077.32-1	S	APA2001	<LOD	347.18	81.97	<LOD	56.26	16.21	23.95	<LOD	<LOD	<LOD	<LOD	<LOD	1276.10	508.84	837.33	<LOD	9640.60	<LOD	15.53	6.20	251.03	2.42	<LOD	18266.46	5455.60	655.28	453.20	284.17	325.97	1677.89	150.82	87.68	59.00	<LOD	<LOD	926125.31	27.30	2.98	<LOD	<LOD	<LOD	<LOD	<LOD	2172.37	24691.99	6900.38	<LOD	389.31	191.19
395	22/11/2019	11:25:00	122.76	apa2001-077.32-2	D	APA2001	<LOD	352.30	79.90	<LOD	55.01	18.36	22.07	<LOD	<LOD	<LOD	<LOD	<LOD	1240.94	486.26	857.01	<LOD	9402.41	<LOD	16.67	9.81	250.93	<LOD	<LOD	18426.81	5405.41	678.28	432.69	279.73	325.21	1693.97	142.53	93.94	47.95	<LOD	<LOD	925803.25	26.06	3.03	<LOD	<LOD	<LOD	<LOD	<LOD	2165.36	24831.54	6876.68	<LOD	413.56	190.67
396	22/11/2019	11:29:00	122.58	apa2001-077.93-1	S	APA2001	<LOD	32.96	11.55	<LOD	6.51	28.16	37.27	<LOD	<LOD	<LOD	<LOD	<LOD	2793.84	1016.40	2256.46	916.60	48816.37	<LOD	14.98	3.92	16.41	2.43	<LOD	679.05	15215.08	521.04	307.13	<LOD	<LOD	1008.00	158.58	108.08	52.74	38.74	<LOD	888247.75	<LOD	1.65	<LOD	<LOD	<LOD	<LOD	<LOD	1964.91	17944.64	9723.47	<LOD	443.31	281.17
397	22/11/2019	11:33:00	122.61	apa2001-077.93-2	D	APA2001	9.47	29.08	9.49	<LOD	4.30	<LOD	21.01	<LOD	<LOD	21.64	<LOD	<LOD	2606.01	979.22	2281.58	675.56	48740.45	<LOD	15.76	3.45	22.96	3.13	<LOD	639.63	18268.33	718.26	<LOD	<LOD	307.92	1062.43	171.14	164.52	57.12	<LOD	<LOD	878524.25	<LOD	1.83	<LOD	<LOD	<LOD	<LOD	<LOD	2572.22	22052.25	11307.22	<LOD	533.58	332.88
400	22/11/2019	11:45:00	120	apa2001-078.22-1	S	APA2001	9.02	198.72	42.68	2.18	36.04	15.42	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1821.50	662.17	1405.50	<LOD	16409.79	<LOD	18.32	5.75	148.81	2.44	<LOD	13694.96	8457.45	792.77	493.95	321.41	457.28	1589.79	168.24	84.33	51.44	<LOD	<LOD	920226.81	12.96	2.03	<LOD	<LOD	<LOD	<LOD	<LOD	2568.22	20626.01	9571.07	<LOD	489.98	210.96
401	22/11/2019	11:49:00	120.19	apa2001-078.22-2	D	APA2001	<LOD	265.69	55.27	2.55	44.17	<LOD	<LOD	<LOD	<LOD	15.88	<LOD	<LOD	1718.85	694.69	1488.09	<LOD	10831.31	<LOD	15.39	6.63	121.59	2.24	<LOD	14050.12	7496.50	494.64	368.49	<LOD	<LOD	1739.70	173.24	93.60	50.28	<LOD	<LOD	930303.38	18.97	2.45	<LOD	<LOD	<LOD	<LOD	<LOD	2638.52	17688.96	9469.48	<LOD	515.03	275.62
402	22/11/2019	12:14:00	122.25	apa2001-078.73-1	S	APA2001	<LOD	<LOD	4.62	<LOD	<LOD	<LOD	19.34	<LOD	<LOD	<LOD	<LOD	<LOD	1304.03	461.92	1073.40	<LOD	2357.06	<LOD	12.86	2.66	23.10	2.85	1032.93	609.13	5157.31	492.25	322.20	<LOD	192.28	909.79	181.93	104.28	61.98	16.15	<LOD	952496.19	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1360.51	20989.59	7249.36	<LOD	506.00	284.28
403	22/11/2019	12:17:00	121.46	apa2001-078.73-2	D	APA2001	<LOD	<LOD	7.10	<LOD	<LOD	<LOD	13.21	<LOD	<LOD	<LOD	<LOD	<LOD	1447.99	516.17	961.20	<LOD	1927.49	<LOD	13.09	3.48	27.07	2.27	1451.54	631.79	5485.66	784.69	480.85	266.55	385.07	916.89	177.72	134.26	66.43	21.01	<LOD	945201.19	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2068.48	24312.19	7916.39	<LOD	530.55	260.40
404	22/11/2019	12:21:00	121.16	apa2001-080.40-1	S	APA2001	<LOD	214.85	33.14	<LOD	34.45	<LOD	37.58	<LOD	<LOD	<LOD	<LOD	<LOD	1645.04	<LOD	1356.34	<LOD	9989.76	<LOD	16.64	6.30	126.51	3.46	<LOD	12856.30	5832.59	484.62	366.86	309.60	243.83	2311.99	205.70	132.25	62.36	<LOD	<LOD	932008.75	13.18	2.28	<LOD	<LOD	<LOD	<LOD	<LOD	3064.50	19578.41	9090.39	<LOD	566.57	272.74
405	22/11/2019	12:24:00	121.67	apa2001-080.40-2	D	APA2001	<LOD	177.93	28.92	1.82	35.84	<LOD	17.34	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	594.79	1292.54	<LOD	8227.40	<LOD	15.54	5.51	110.45	1.99	<LOD	12311.80	5929.33	<LOD	297.08	<LOD	<LOD	2111.70	177.86	100.53	44.54	23.30	<LOD	935192.81	10.08	1.97	<LOD	<LOD	<LOD	<LOD	<LOD	2517.79	19712.84	8796.71	<LOD	530.04	285.37
406	22/11/2019	12:28:00	120.89	apa2001-080.80-1	S	APA2001	<LOD	179.88	28.53	<LOD	30.62	<LOD	20.24	<LOD	<LOD	<LOD	<LOD	<LOD	1605.67	650.81	1315.27	<LOD	11173.17	<LOD	14.99	7.67	134.87	2.17	<LOD	10866.08	5297.21	708.60	412.77	<LOD	354.06	1968.22	180.86	133.46	56.61	<LOD	<LOD	935464.50	13.06	1.82	<LOD	<LOD	<LOD	<LOD	<LOD	2024.92	19238.16	8421.75	<LOD	504.66	221.72
407	22/11/2019	12:38:00	120.73	apa2001-080.80-2	D	APA2001	<LOD	169.40	31.93	<LOD	32.89	<LOD	22.58	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	742.12	1400.36	<LOD	10029.53	<LOD	15.58	5.34	107.19	1.99	<LOD	13210.62	6264.84	557.41	356.63	294.99	243.75	1985.69	194.32	91.67	40.14	<LOD	<LOD	929134.06	10.16	2.00	<LOD	<LOD	<LOD	<LOD	<LOD	2231.57	21392.81	9486.23	<LOD	463.03	225.59
408	22/11/2019	12:42:00	122.73	apa2001-082.06-1	S	APA2001	13.63	84.29	11.30	<LOD	9.40	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1979.22	722.84	1546.14	400.97	20074.31	<LOD	15.76	2.87	63.17	3.32	<LOD	667.47	8050.20	427.80	372.77	206.84	216.60	1107.44	145.91	137.68	54.71	<LOD	<LOD	925028.75	8.61	1.62	<LOD	<LOD	<LOD	<LOD	<LOD	1747.99	21790.26	8393.04	<LOD	450.72	229.36
409	22/11/2019	12:44:00	120.3	apa2001-082.06-2	D	APA2001	26.36	95.62	11.56	<LOD	11.67	16.90	22.12	<LOD	<LOD	28.84	<LOD	<LOD	2064.16	812.71	1722.50	<LOD	22174.82	<LOD	15.04	4.77	64.87	2.32	<LOD	10448.58	9444.12	658.88	444.39	356.29	298.16	1145.08	176.28	108.70	56.51	<LOD	<LOD	912455.38	9.12	1.52	<LOD	<LOD	<LOD	<LOD	<LOD	2466.99	23698.12	10821.96	<LOD	427.65	230.14
411	22/11/2019	12:51:00	121.18	apa2001-082.83-1	S	APA2001	<LOD	178.04	38.44	2.40	36.70	<LOD	17.54	<LOD	<LOD	<LOD	<LOD	<LOD	1723.54	614.92	1379.97	<LOD	6835.31	<LOD	15.59	5.70	84.32	2.56	<LOD	12792.88	5976.34	712.39	497.51	318.86	313.06	1886.63	146.41	98.35	58.30	<LOD	<LOD	934888.75	12.34	2.30	<LOD	<LOD	<LOD	<LOD	<LOD	2440.19	20032.61	9015.26	<LOD	487.40	216.34
412	22/11/2019	12:54:00	122.04	apa2001-082.83-2	D	APA2001	<LOD	154.02	38.56	<LOD	37.48	<LOD	26.88	<LOD	<LOD	<LOD	<LOD	<LOD	1680.76	623.54	1428.31	<LOD	7482.25	<LOD	13.94	5.38	95.88	2.73	<LOD	12677.66	5860.54	711.01	330.25	<LOD	286.27	2047.95	205.44	136.05	59.40	17.96	<LOD	937143.00	12.04	1.82	<LOD	<LOD	<LOD	<LOD	<LOD	2588.25	18101.41	8766.93	<LOD	574.83	289.55
413	22/11/2019	12:58:00	120.15	apa2001-084.06-1	S	APA2001	<LOD	167.76	35.45	2.04	30.54	15.57	29.98	<LOD	<LOD	<LOD	<LOD	<LOD	1852.84	799.09	1556.88	<LOD	13409.78	<LOD	14.21	4.41	60.17	2.30	<LOD	13617.65	8470.85	509.59	<LOD	<LOD	279.26	1662.34	219.28	103.61	63.60	<LOD	<LOD	921082.25	12.66	2.11	<LOD	<LOD	<LOD	<LOD	<LOD	2848.14	22346.11	10299.14	<LOD	488.65	241.84
414	22/11/2019	13:01:00	121.23	apa2001-084.06-2	D	APA2001	<LOD	193.22	36.04	<LOD	33.89	<LOD	21.97	<LOD	<LOD	<LOD	<LOD	<LOD	1623.45	627.15	1109.28	<LOD	8404.50	<LOD	13.32	6.47	62.86	2.46	<LOD	12468.36	6538.78	498.42	<LOD	<LOD	<LOD	1563.80	157.99	89.53	54.20	<LOD	<LOD	930514.94	8.90	2.26	<LOD	<LOD	<LOD	<LOD	<LOD	2553.85	23782.20	9048.31	<LOD	429.60	229.59
415	22/11/2019	13:06:00	122.54	apa2001-084.61-1	S	APA2001	<LOD	74.29	26.57	<LOD	24.36	<LOD	28.85	<LOD	<LOD	<LOD	<LOD	52.95	<LOD	608.96	1540.72	<LOD	15836.67	<LOD	14.06	5.18	34.80	2.63	<LOD	11670.88	12192.81	832.62	477.53	298.85	310.33	1434.93	184.56	114.68	48.13	<LOD	<LOD	919196.88	6.92	1.61	<LOD	<LOD	<LOD	<LOD	<LOD	2485.30	20643.84	9774.09	<LOD	495.61	235.28
416	22/11/2019	13:09:00	122.82	apa2001-084.61-2	D	APA2001	<LOD	134.16	34.19	<LOD	35.49	<LOD	19.12	<LOD	<LOD	<LOD	<LOD	<LOD	1567.03	650.23	1505.04	<LOD	9289.83	<LOD	13.72	5.07	49.56	2.18	<LOD	12660.86	6369.31	475.69	364.32	<LOD	<LOD	1756.24	187.31	152.44	84.41	19.10	<LOD	934789.69	8.51	2.16	<LOD	<LOD	<LOD	<LOD	<LOD	2408.98	18444.22	9111.76	<LOD	525.17	307.04
417	22/11/2019	13:13:00	121.28	apa2001-085.50-1	S	APA2001	<LOD	83.74	23.79	<LOD	23.81	14.61	22.74	<LOD	<LOD	<LOD	<LOD	<LOD	1792.95	648.65	1372.14	<LOD	9157.14	<LOD	12.30	3.49	37.69	2.10	1192.69	805.61	6207.44	738.35	467.36	328.39	269.43	1431.81	182.43	139.64	89.36	19.30	<LOD	934272.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2202.82	22158.95	8840.21	<LOD	506.38	237.84
418	22/11/2019	13:16:00	122.56	apa2001-085.50-2	D	APA2001	<LOD	99.17	31.42	<LOD	25.78	<LOD	25.48	<LOD	<LOD	<LOD	<LOD	<LOD	1655.71	735.00	1308.17	<LOD	8848.72	<LOD	12.46	4.81	44.18	1.60	1350.26	10472.28	6249.78	628.86	513.11	262.90	236.43	1582.60	189.74	129.48	92.76	18.67	<LOD	934044.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2753.24	20985.35	9035.41	<LOD	516.33	260.17
419	22/11/2019	13:43:00	122.22	apa2001-085.75-1	S	APA2001	<LOD	123.66	33.55	<LOD	28.61	<LOD	22.14	<LOD	<LOD	<LOD	<LOD	<LOD	1720.14	632.52	1311.50	<LOD	7539.58	<LOD	13.21	5.28	66.43	2.14	<LOD	11279.07	7091.41	589.09	357.21	282.62	305.57	1425.92	162.07	91.82	<LOD	<LOD	<LOD	932669.44	12.32	1.90	<LOD	<LOD	<LOD	<LOD	<LOD	2302.10	22540.51	9198.73	<LOD	385.30	178.96
420	22/11/2019	13:46:00	120.47	apa2001-085.75-2	D	APA2001	<LOD	144.08	39.86	<LOD	37.93	<LOD	20.47	<LOD	<LOD	<LOD	<LOD	<LOD	1746.82	580.40	1352.05	<LOD	6453.29	<LOD	13.97	4.63	61.74	1.31	<LOD	11274.42	5374.51	568.72	383.43	247.37	209.23	1691.70	186.94	101.71	71.61	<LOD	<LOD	942932.50	<LOD	2.87	<LOD	<LOD	<LOD	<LOD	<LOD	2117.39	16827.67	7334.57	<LOD	449.70	214.95
