Index	Date	Time	Duration	SAMPLE	TYPE	CORE	Mo	Zr	Sr	U	Rb	Th	Pb	Au	Se	As	Hg	Zn	W	Cu	Ni	Co	Fe	Mn	Cr	V	Ti	Sc	Ca	K	S	Nd	Pr	Ce	La	Ba	Sb	Sn	Cd	Pd	Ag	Bal	Nb	Y	Bi	Re	Ta	Hf	Al	P	Si	Cl	Mg	Cs	Te
264	21/11/2019	10:02:00	121.93	apa2001-049.36-1	S	APA2001	<LOD	170.26	20.38	<LOD	21.01	19.02	18.60	<LOD	<LOD	<LOD	<LOD	<LOD	1930.28	744.64	1648.66	<LOD	15159.49	<LOD	16.07	4.62	59.44	2.90	<LOD	11823.28	6178.86	788.07	353.83	320.46	240.33	1897.82	163.59	113.28	47.10	<LOD	<LOD	926244.13	11.60	1.85	<LOD	<LOD	<LOD	<LOD	<LOD	2429.00	19464.69	9900.85	<LOD	460.97	251.04
265	21/11/2019	10:05:00	120.39	apa2001-049.36-2	D	APA2001	<LOD	138.59	19.66	<LOD	23.00	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1840.39	677.11	1651.93	<LOD	14123.41	<LOD	15.84	4.70	64.18	1.91	<LOD	12282.16	6382.74	707.28	402.02	304.33	264.86	1889.73	166.60	116.90	58.36	29.37	<LOD	926837.56	11.99	1.88	<LOD	<LOD	<LOD	<LOD	<LOD	2913.72	18822.47	10027.74	<LOD	556.71	260.76
266	21/11/2019	10:09:00	120.49	apa2001-050.30-1	S	APA2001	<LOD	116.59	30.35	<LOD	32.35	<LOD	22.51	<LOD	<LOD	<LOD	<LOD	<LOD	2066.53	723.85	1592.26	<LOD	14695.28	<LOD	14.00	4.42	53.63	1.76	<LOD	13137.08	6491.17	939.72	447.87	325.00	353.54	2362.41	185.24	109.09	70.43	24.33	<LOD	925181.25	8.81	1.76	<LOD	<LOD	<LOD	<LOD	<LOD	2787.18	18698.40	9685.41	<LOD	570.05	270.40
267	21/11/2019	10:14:00	122.58	apa2001-050.30-2	D	APA2001	<LOD	117.12	28.58	1.77	37.01	16.27	26.21	<LOD	<LOD	<LOD	<LOD	<LOD	2080.94	660.01	1579.59	<LOD	16648.98	<LOD	15.11	5.02	65.05	3.27	<LOD	14186.35	6263.34	1057.51	638.44	470.57	453.96	2492.74	184.18	121.08	50.05	<LOD	<LOD	921839.44	11.17	1.89	<LOD	<LOD	<LOD	<LOD	<LOD	3169.19	17860.61	10026.64	<LOD	576.39	225.87
269	21/11/2019	11:24:00	120.37	apa2001-051.70-1	S	APA2001	<LOD	30.65	6.30	<LOD	10.33	<LOD	19.48	<LOD	<LOD	<LOD	<LOD	<LOD	1579.81	649.84	1424.32	<LOD	16616.29	<LOD	13.04	4.06	19.90	2.34	39.59	683.22	6118.97	682.50	425.80	<LOD	252.37	1329.12	221.01	147.51	73.80	<LOD	<LOD	933080.50	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1640.65	18639.63	8865.67	<LOD	662.66	348.59
270	21/11/2019	11:27:00	120.63	apa2001-051.70-2	D	APA2001	<LOD	30.86	7.07	<LOD	6.50	<LOD	22.57	<LOD	<LOD	<LOD	<LOD	<LOD	1795.25	648.70	1385.26	390.07	19803.71	<LOD	14.06	3.53	20.08	2.33	1648.90	680.09	6506.83	687.25	<LOD	<LOD	<LOD	1083.20	208.74	101.42	67.44	18.28	<LOD	927711.25	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2166.65	19000.21	9198.48	<LOD	503.73	298.60
271	21/11/2019	11:32:00	122.53	apa2001-052.42-1	S	APA2001	<LOD	24.98	7.84	<LOD	12.88	<LOD	16.72	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	310.17	388.44	<LOD	4171.98	<LOD	9.17	5.51	27.23	2.56	<LOD	928.99	3152.64	409.07	275.26	<LOD	177.52	1012.14	139.80	68.00	41.80	<LOD	<LOD	923397.19	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1140.30	52883.44	4808.25	<LOD	348.54	182.54
272	21/11/2019	11:35:00	121.24	apa2001-052.42-2	D	APA2001	<LOD	28.09	8.39	<LOD	10.24	<LOD	18.84	<LOD	<LOD	<LOD	<LOD	<LOD	1162.34	351.46	650.82	<LOD	5231.30	<LOD	12.52	5.74	20.05	2.38	<LOD	818.49	3210.45	507.54	315.88	177.02	216.22	1110.62	143.71	115.54	54.85	15.67	<LOD	944905.25	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1221.51	30279.18	4987.19	<LOD	423.54	205.21
273	21/11/2019	11:39:00	120.26	apa2001-053.60-1	S	APA2001	<LOD	73.85	9.85	<LOD	18.22	<LOD	33.31	<LOD	<LOD	<LOD	<LOD	<LOD	1471.80	594.31	1141.13	<LOD	25571.38	<LOD	14.92	8.51	88.30	3.13	1056.58	910.41	5237.23	569.87	318.07	228.82	216.96	1261.69	126.88	68.83	<LOD	<LOD	<LOD	914403.94	6.26	1.96	<LOD	<LOD	<LOD	<LOD	<LOD	1918.33	28859.13	7606.34	<LOD	402.57	196.23
274	21/11/2019	11:43:00	122.66	apa2001-053.60-2	D	APA2001	<LOD	113.91	18.69	1.62	42.31	<LOD	31.27	<LOD	<LOD	<LOD	<LOD	<LOD	1061.50	334.77	579.43	<LOD	14474.30	<LOD	18.33	10.65	116.44	1.77	727.15	10005.41	3737.69	<LOD	<LOD	<LOD	<LOD	1166.67	125.10	87.66	28.93	<LOD	<LOD	939646.63	<LOD	4.39	<LOD	<LOD	<LOD	<LOD	<LOD	1579.92	21492.97	5479.79	<LOD	327.42	194.00
275	21/11/2019	11:46:00	120.59	apa2001-054.40-1	S	APA2001	15.27	13.43	5.34	<LOD	5.02	<LOD	84.47	<LOD	<LOD	69.84	<LOD	<LOD	1444.75	1272.47	912.29	507.48	71309.12	<LOD	11.50	3.76	24.03	2.92	<LOD	765.26	38275.17	882.45	484.72	200.82	306.20	728.70	109.80	93.49	47.67	<LOD	<LOD	820597.94	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1165.68	50536.11	5613.49	<LOD	320.55	133.30
276	21/11/2019	11:51:00	121.3	apa2001-054.40-2	D	APA2001	<LOD	39.22	7.18	<LOD	10.32	<LOD	43.61	<LOD	<LOD	24.19	<LOD	<LOD	1664.30	755.27	1034.65	376.14	21436.71	<LOD	12.68	5.02	13.49	2.60	1438.41	724.23	12389.52	433.23	289.78	216.18	265.14	1085.14	130.82	83.90	54.94	<LOD	<LOD	907299.50	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2218.55	33310.94	7928.96	<LOD	363.39	174.12
280	21/11/2019	12:05:00	120.15	apa2001-055.17-1	S	APA2001	<LOD	144.04	18.12	<LOD	8.41	<LOD	22.64	<LOD	<LOD	<LOD	<LOD	54.39	1750.24	647.51	1453.51	<LOD	41031.57	<LOD	17.60	6.36	222.01	2.82	1450.99	729.86	14358.48	932.78	692.53	315.10	452.39	855.38	115.18	81.72	52.25	20.70	<LOD	890666.25	14.31	1.65	<LOD	<LOD	<LOD	<LOD	<LOD	1474.41	26176.91	8960.27	<LOD	326.38	127.08
281	21/11/2019	12:08:00	121.87	apa2001-055.17-2	D	APA2001	<LOD	152.03	17.62	<LOD	4.49	14.13	13.65	<LOD	<LOD	<LOD	<LOD	59.70	1448.84	542.14	1088.18	426.98	41409.50	<LOD	19.38	9.54	200.61	2.35	43.52	733.08	5468.61	654.28	478.50	303.92	264.99	788.46	123.13	90.75	54.37	<LOD	<LOD	898949.25	10.83	1.61	<LOD	<LOD	<LOD	<LOD	<LOD	1499.86	31109.47	7016.21	<LOD	365.96	198.85
282	21/11/2019	12:12:00	122.75	apa2001-056.08-1	S	APA2001	<LOD	89.62	17.57	<LOD	19.72	<LOD	13.10	<LOD	<LOD	<LOD	<LOD	<LOD	1095.44	364.48	676.21	<LOD	13609.38	<LOD	12.08	6.44	65.06	2.14	31.69	962.14	4123.23	615.91	453.03	191.52	276.97	1326.01	155.04	113.77	56.80	14.21	<LOD	923149.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2081.35	37715.36	5643.74	<LOD	440.70	209.37
283	21/11/2019	12:15:00	122.67	apa2001-056.08-2	D	APA2001	<LOD	117.67	17.58	<LOD	28.45	<LOD	25.47	<LOD	<LOD	<LOD	<LOD	<LOD	1550.93	544.91	1162.93	<LOD	15298.88	<LOD	14.75	7.52	65.49	2.75	1505.59	12110.78	5693.10	408.70	327.07	<LOD	228.16	1427.49	164.86	86.25	53.19	<LOD	<LOD	921286.19	8.01	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2185.96	28348.03	8225.91	<LOD	409.85	206.58
284	21/11/2019	12:19:00	122.5	apa2001-056.22-1	S	APA2001	<LOD	124.47	23.23	1.83	40.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1841.43	727.80	1617.67	<LOD	15974.51	<LOD	14.78	4.87	53.97	2.88	1392.96	13419.55	6374.40	948.10	590.28	323.33	476.82	1784.28	177.55	81.21	45.42	<LOD	<LOD	924648.50	11.50	1.65	<LOD	<LOD	<LOD	<LOD	<LOD	2771.96	17814.92	9390.24	<LOD	431.77	180.98
285	21/11/2019	12:22:00	121.31	apa2001-056.22-2	D	APA2001	<LOD	101.95	20.26	<LOD	30.24	<LOD	17.16	<LOD	<LOD	<LOD	<LOD	<LOD	1751.72	626.98	1411.79	<LOD	13173.11	<LOD	13.49	4.71	49.57	2.41	72.22	10726.05	6731.32	<LOD	285.83	237.91	<LOD	1590.58	172.44	117.31	72.29	19.10	<LOD	931229.81	<LOD	1.64	<LOD	<LOD	<LOD	<LOD	<LOD	2495.56	18644.89	9246.44	<LOD	521.97	306.98
286	21/11/2019	12:26:00	120.66	apa2001-056.52-1	S	APA2001	<LOD	107.34	19.31	<LOD	27.10	<LOD	29.86	<LOD	<LOD	<LOD	<LOD	<LOD	2243.29	739.19	1856.83	414.18	20635.20	<LOD	13.45	5.46	48.14	4.20	1564.78	12636.82	10130.65	846.65	395.73	<LOD	264.83	1621.85	170.75	100.83	50.36	<LOD	<LOD	913485.44	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2880.62	20543.71	10106.23	<LOD	426.69	235.24
287	21/11/2019	12:29:00	122.13	apa2001-056.52-2	D	APA2001	<LOD	100.21	15.15	<LOD	16.90	<LOD	23.22	<LOD	<LOD	<LOD	<LOD	<LOD	1699.94	631.20	1288.07	<LOD	12041.20	<LOD	12.91	5.48	56.33	2.38	<LOD	866.36	5965.27	360.73	<LOD	<LOD	<LOD	1287.92	159.33	103.61	42.86	<LOD	<LOD	935444.25	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2298.24	20621.84	8035.88	<LOD	436.74	210.21
288	21/11/2019	12:33:00	122.34	apa2001-057.82-1	S	APA2001	<LOD	134.52	23.50	<LOD	35.99	13.44	26.04	<LOD	<LOD	<LOD	<LOD	<LOD	1759.49	605.10	1282.59	<LOD	11362.75	<LOD	13.56	7.20	59.51	1.93	<LOD	14170.90	5950.17	504.37	335.70	317.68	225.84	1893.43	146.17	143.19	69.91	<LOD	<LOD	928587.81	8.44	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2505.10	20910.25	9143.01	<LOD	488.94	237.35
289	21/11/2019	12:37:00	120.35	apa2001-057.82-2	D	APA2001	<LOD	167.84	23.70	<LOD	36.90	16.18	23.75	<LOD	<LOD	<LOD	<LOD	<LOD	1683.86	627.00	1351.89	<LOD	11302.35	<LOD	14.81	5.37	68.56	2.29	<LOD	14966.49	6515.72	539.44	301.66	292.79	338.94	1514.58	143.67	85.34	61.76	<LOD	<LOD	925776.06	9.40	1.67	<LOD	<LOD	<LOD	<LOD	<LOD	3024.87	21021.58	9836.13	<LOD	401.91	182.82
291	21/11/2019	12:45:00	122.12	apa2001-058.26-1	S	APA2001	<LOD	127.84	19.34	2.14	22.54	<LOD	28.15	<LOD	<LOD	<LOD	<LOD	<LOD	1665.42	640.26	1472.88	<LOD	9402.04	<LOD	12.28	4.63	54.26	<LOD	111.37	837.72	7003.80	517.94	373.50	241.80	253.98	1510.16	143.18	100.17	57.26	<LOD	<LOD	934675.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2577.24	19202.76	8312.74	<LOD	464.76	225.30
292	21/11/2019	12:48:00	120.16	apa2001-058.26-2	D	APA2001	<LOD	119.86	20.06	<LOD	23.01	<LOD	24.10	<LOD	<LOD	<LOD	<LOD	<LOD	1691.20	620.25	1397.61	<LOD	7837.69	<LOD	14.10	4.93	57.15	3.03	67.57	10996.91	7320.50	624.42	398.20	268.08	345.10	1494.64	168.68	110.04	55.41	27.33	<LOD	933886.81	7.96	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2630.87	19262.83	9209.82	<LOD	455.36	220.31
293	21/11/2019	12:52:00	122.01	apa2001-058.82-1	S	APA2001	<LOD	141.51	29.19	<LOD	32.66	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1932.78	688.47	1387.47	<LOD	11730.50	<LOD	13.13	5.01	53.75	2.66	1182.47	12061.13	5728.00	<LOD	<LOD	<LOD	<LOD	1746.68	203.93	91.76	39.08	<LOD	<LOD	935561.00	10.71	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2191.23	17239.15	8719.80	<LOD	433.94	249.56
294	21/11/2019	12:55:00	121.84	apa2001-058.82-2	D	APA2001	<LOD	142.27	23.94	<LOD	29.20	<LOD	21.20	<LOD	<LOD	<LOD	<LOD	<LOD	1733.95	660.29	1476.74	<LOD	10226.97	<LOD	13.20	6.55	69.42	2.33	<LOD	12216.64	6306.20	415.24	437.82	<LOD	298.18	1546.88	142.58	115.03	54.99	<LOD	<LOD	932413.44	14.16	1.70	<LOD	<LOD	<LOD	<LOD	<LOD	2792.10	19291.11	9307.10	<LOD	444.83	236.28
295	21/11/2019	13:00:00	121.28	apa2001-059.40-1	S	APA2001	<LOD	111.90	8.86	<LOD	<LOD	<LOD	28.02	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	834.52	1900.27	545.51	34104.59	<LOD	15.63	5.55	217.87	3.91	<LOD	670.86	10283.93	839.70	472.69	306.78	261.82	1242.69	212.07	162.07	90.56	26.00	<LOD	897440.75	9.65	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2540.03	25816.76	10375.43	<LOD	585.65	307.32
296	21/11/2019	13:03:00	121.67	apa2001-059.40-2	D	APA2001	18.78	85.37	8.80	<LOD	7.21	16.15	36.80	<LOD	<LOD	<LOD	<LOD	<LOD	2261.19	821.51	1876.71	610.79	29561.71	<LOD	15.98	4.23	66.94	2.65	1692.59	10880.18	9829.09	631.53	536.90	328.12	311.15	1241.42	177.30	153.36	62.56	<LOD	<LOD	907071.25	9.39	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2427.62	20211.27	10365.44	<LOD	560.70	278.87
297	21/11/2019	13:22:00	122.45	apa2001-059.88-1	S	APA2001	<LOD	160.15	22.67	<LOD	28.57	<LOD	25.46	<LOD	<LOD	<LOD	<LOD	<LOD	2029.77	660.85	1496.42	<LOD	11495.38	<LOD	13.65	4.16	49.05	2.33	<LOD	11470.48	5597.31	584.99	332.39	200.37	310.78	1669.79	144.65	110.50	55.53	<LOD	<LOD	934801.63	9.70	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2198.55	17848.21	8694.41	<LOD	420.76	191.45
298	21/11/2019	13:25:00	122.24	apa2001-059.88-2	D	APA2001	<LOD	181.58	25.49	<LOD	32.73	28.53	20.83	<LOD	<LOD	17.93	<LOD	<LOD	1894.49	663.12	1640.46	<LOD	14883.78	<LOD	12.84	6.78	56.09	2.37	<LOD	11086.67	5564.81	630.08	378.18	193.95	217.00	1745.53	203.25	119.74	57.73	<LOD	<LOD	935379.69	<LOD	3.72	<LOD	<LOD	<LOD	<LOD	<LOD	1841.51	15116.20	8303.97	<LOD	486.44	232.96
299	21/11/2019	13:32:00	122.76	apa2001-060.87-1	S	APA2001	<LOD	185.66	35.49	<LOD	44.87	14.40	25.31	<LOD	<LOD	<LOD	<LOD	<LOD	1672.53	657.65	1323.38	<LOD	5969.84	<LOD	13.97	4.71	70.55	2.69	<LOD	12656.41	5323.08	375.23	235.32	<LOD	<LOD	1891.70	155.11	58.74	40.51	<LOD	<LOD	942781.00	9.95	1.99	<LOD	<LOD	<LOD	<LOD	<LOD	2391.18	16360.28	7919.76	<LOD	389.79	209.62
300	21/11/2019	13:35:00	122.17	apa2001-060.87-2	D	APA2001	<LOD	219.76	34.31	1.56	44.39	15.31	18.50	<LOD	<LOD	<LOD	<LOD	<LOD	1490.64	621.86	1192.83	<LOD	8290.69	<LOD	11.96	5.67	88.88	3.00	<LOD	15527.95	5706.54	624.20	348.26	231.74	350.74	1948.32	132.58	112.05	45.26	16.47	<LOD	932000.94	10.13	2.38	<LOD	<LOD	<LOD	<LOD	<LOD	2018.86	20623.03	8287.89	<LOD	454.35	201.90
303	21/11/2019	13:46:00	120.62	apa2001-061.52-1	S	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2.49	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	513.35	230.01
304	21/11/2019	13:49:00	120.5	apa2001-061.52-2	D	APA2001	<LOD	242.85	28.63	<LOD	43.05	22.28	19.79	<LOD	<LOD	17.49	<LOD	<LOD	<LOD	804.85	2006.88	<LOD	7442.58	<LOD	15.01	5.34	83.15	3.10	<LOD	15587.22	7493.51	611.15	460.39	310.38	<LOD	2399.80	185.69	113.73	63.59	29.70	<LOD	927858.94	25.43	2.07	<LOD	<LOD	<LOD	<LOD	<LOD	3722.30	16500.31	11459.39	<LOD	520.09	255.89
305	21/11/2019	13:54:00	120.83	apa2001-062.10-1	S	APA2001	<LOD	149.63	12.21	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	26.81	<LOD	<LOD	2188.44	755.35	1748.21	569.32	35894.67	<LOD	16.47	3.82	88.56	3.19	1604.81	642.16	9449.99	903.16	679.38	289.42	371.30	1033.30	133.23	92.60	70.83	26.65	<LOD	898775.00	8.71	1.64	<LOD	<LOD	<LOD	<LOD	<LOD	2474.93	25493.85	10060.07	<LOD	492.91	218.25
306	21/11/2019	13:57:00	122.31	apa2001-062.10-2	D	APA2001	<LOD	175.77	18.36	<LOD	3.81	18.96	19.66	<LOD	<LOD	<LOD	<LOD	<LOD	2270.31	804.64	1803.63	472.21	32562.43	<LOD	16.83	5.83	74.94	2.91	1320.80	642.08	6902.32	663.96	433.09	287.17	280.48	965.95	158.23	96.52	66.13	<LOD	<LOD	911925.00	9.97	1.61	<LOD	<LOD	<LOD	<LOD	<LOD	2242.72	20582.86	9395.19	<LOD	469.56	252.52
307	21/11/2019	14:00:00	120.37	apa2001-062.30-1	S	APA2001	<LOD	79.63	7.42	<LOD	6.48	<LOD	<LOD	<LOD	<LOD	19.32	<LOD	<LOD	2331.64	817.42	1820.54	485.47	30154.39	<LOD	16.02	3.28	65.07	2.84	<LOD	649.63	12697.44	700.76	491.10	238.01	267.95	905.21	154.17	92.45	56.64	24.52	<LOD	906263.75	8.98	1.60	<LOD	<LOD	<LOD	<LOD	<LOD	2741.29	19666.46	11237.61	<LOD	385.59	183.54
308	21/11/2019	14:04:00	121.5	apa2001-062.30-2	D	APA2001	<LOD	64.61	5.98	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2190.55	781.44	1668.93	487.09	27750.15	<LOD	15.51	3.39	48.08	2.96	<LOD	630.49	11616.82	573.14	349.45	<LOD	<LOD	1061.79	207.14	131.92	62.69	24.56	<LOD	911300.00	6.94	1.51	<LOD	<LOD	<LOD	<LOD	<LOD	2451.83	20530.80	10427.78	<LOD	525.80	294.52
309	21/11/2019	14:08:00	122.22	apa2001-063.53-1	S	APA2001	8.86	71.72	10.02	<LOD	7.30	<LOD	26.95	<LOD	<LOD	<LOD	<LOD	<LOD	2452.72	1077.10	1990.53	731.69	33383.18	<LOD	16.08	4.32	44.13	2.62	<LOD	656.99	14003.64	894.27	603.85	361.62	409.59	1040.33	209.59	86.64	51.45	45.34	<LOD	898430.00	9.20	1.94	<LOD	<LOD	<LOD	<LOD	<LOD	2938.13	20329.90	11163.32	<LOD	530.35	259.25
310	21/11/2019	14:13:00	121.78	apa2001-063.53-2	D	APA2001	<LOD	69.36	9.54	<LOD	7.78	<LOD	22.81	<LOD	<LOD	<LOD	<LOD	<LOD	2175.58	993.50	1868.66	538.81	29479.81	<LOD	14.45	4.30	47.82	1.78	<LOD	660.63	15227.80	897.05	541.73	273.75	298.49	1230.49	200.54	146.89	97.26	27.74	<LOD	905152.06	11.32	1.71	<LOD	<LOD	<LOD	<LOD	<LOD	2700.59	18454.02	10720.76	<LOD	547.67	314.83
311	21/11/2019	14:17:00	120.47	apa2001-063.95-1	S	APA2001	<LOD	196.19	15.32	<LOD	15.31	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2205.87	717.16	1749.63	436.92	28926.31	<LOD	18.89	3.60	92.70	2.85	<LOD	10519.43	9803.10	517.18	<LOD	<LOD	<LOD	1047.13	179.68	144.66	82.29	31.87	<LOD	913097.94	15.02	2.11	<LOD	<LOD	<LOD	<LOD	<LOD	2111.78	17764.79	10054.59	<LOD	476.94	283.28
312	21/11/2019	14:20:00	121.32	apa2001-063.95-2	D	APA2001	<LOD	196.38	12.39	<LOD	13.86	<LOD	29.09	<LOD	<LOD	<LOD	<LOD	<LOD	1940.69	751.17	1695.02	391.51	24451.40	<LOD	16.83	5.86	108.71	2.40	<LOD	725.14	8624.47	845.11	385.57	352.92	439.38	1118.93	166.56	75.62	48.84	<LOD	<LOD	916678.75	15.07	2.32	<LOD	<LOD	<LOD	<LOD	<LOD	1904.68	19525.04	10184.63	<LOD	502.53	224.54
314	21/11/2019	14:30:00	120.98	apa2001-064.13-1	S	APA2001	8.15	56.47	7.63	<LOD	<LOD	<LOD	44.94	<LOD	<LOD	<LOD	<LOD	<LOD	2359.96	921.61	1995.08	566.86	41293.45	<LOD	14.39	3.93	104.54	3.32	<LOD	641.09	19081.52	630.41	<LOD	317.48	<LOD	772.77	169.62	103.58	70.66	<LOD	<LOD	878605.06	13.33	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2028.09	30545.81	11143.11	<LOD	317.90	205.88
315	21/11/2019	14:33:00	120.91	apa2001-064.13-2	D	APA2001	<LOD	93.11	8.08	<LOD	5.52	<LOD	25.87	<LOD	<LOD	<LOD	<LOD	<LOD	2393.91	863.99	1859.02	477.97	37360.45	<LOD	13.24	3.74	54.19	3.53	<LOD	632.69	11677.19	888.20	544.27	<LOD	262.45	1078.98	203.98	109.21	59.59	28.69	<LOD	894960.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2200.23	25536.64	11036.29	<LOD	502.26	257.03
316	21/11/2019	14:37:00	121.39	apa2001-064.99-1	S	APA2001	<LOD	144.90	28.42	<LOD	32.70	<LOD	30.04	<LOD	<LOD	<LOD	<LOD	<LOD	1686.52	645.28	1439.77	<LOD	8721.43	<LOD	13.01	4.25	85.33	1.74	<LOD	12292.54	7256.24	531.27	392.71	283.84	<LOD	1648.46	193.40	112.58	71.59	<LOD	<LOD	929474.50	14.39	1.67	<LOD	<LOD	<LOD	<LOD	<LOD	3104.72	22687.84	9151.15	<LOD	510.24	276.48
317	21/11/2019	14:40:00	121.76	apa2001-064.99-2	D	APA2001	<LOD	206.47	33.95	2.16	39.63	<LOD	14.98	<LOD	<LOD	<LOD	<LOD	<LOD	1639.86	608.58	1343.92	<LOD	6699.46	<LOD	14.21	6.69	102.73	1.94	<LOD	13722.33	5776.55	816.48	469.17	238.39	388.37	2285.58	210.68	162.55	69.09	26.12	<LOD	935886.00	14.10	2.72	<LOD	<LOD	<LOD	<LOD	<LOD	2432.67	18424.09	8911.33	<LOD	624.44	279.03
319	21/11/2019	14:52:00	120.25	apa2001-065.76-1	S	APA2001	<LOD	241.19	36.96	<LOD	42.34	17.63	23.58	<LOD	<LOD	<LOD	<LOD	<LOD	1905.68	638.80	1444.38	<LOD	8640.55	<LOD	13.75	7.00	103.66	2.28	<LOD	15321.67	6069.54	546.70	288.73	<LOD	<LOD	1638.48	117.08	66.18	49.52	18.77	<LOD	928823.00	13.84	1.96	<LOD	<LOD	<LOD	<LOD	<LOD	2755.20	20503.76	9999.81	<LOD	362.36	170.61
320	21/11/2019	14:55:00	120.36	apa2001-065.76-2	D	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1.95	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	576.95	256.74
321	21/11/2019	14:59:00	121.59	apa2001-066.10-1	S	APA2001	<LOD	171.20	35.43	1.92	41.92	16.10	<LOD	<LOD	<LOD	16.77	<LOD	<LOD	1781.91	649.53	1605.03	367.94	10353.67	<LOD	14.84	6.02	76.37	1.66	<LOD	12447.27	8290.77	656.05	412.88	309.19	319.98	1528.56	164.03	104.61	<LOD	<LOD	<LOD	931101.00	13.57	1.56	<LOD	<LOD	<LOD	<LOD	<LOD	2827.12	17914.96	9093.48	<LOD	402.31	170.34
322	21/11/2019	15:05:00	120.75	apa2001-066.10-2	D	APA2001	<LOD	199.84	35.20	<LOD	45.88	24.42	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1723.72	606.42	1374.23	<LOD	8477.23	<LOD	14.67	7.24	99.36	1.68	<LOD	12835.96	5143.01	545.49	338.10	349.82	180.65	1761.62	121.45	108.94	68.72	<LOD	<LOD	939698.88	14.60	1.94	<LOD	<LOD	<LOD	<LOD	<LOD	1762.78	16715.70	8094.57	<LOD	482.88	223.25
325	21/11/2019	15:15:00	120.6	apa2001-066.72-1	S	APA2001	<LOD	177.38	32.80	2.62	35.51	<LOD	23.09	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	634.45	1337.23	<LOD	8143.96	<LOD	14.48	6.89	91.37	2.60	1491.96	14557.18	6177.86	480.37	<LOD	<LOD	238.44	1749.75	176.98	125.80	72.16	18.98	<LOD	932793.75	9.34	2.07	<LOD	<LOD	<LOD	<LOD	<LOD	2544.64	19591.96	8841.32	<LOD	495.66	288.48
326	21/11/2019	15:18:00	120.48	apa2001-066.72-2	D	APA2001	<LOD	182.03	36.86	<LOD	41.70	13.63	22.47	<LOD	<LOD	<LOD	<LOD	<LOD	1832.83	602.59	1379.39	<LOD	7646.20	<LOD	14.50	4.88	123.44	2.53	1227.00	13750.14	6302.06	586.12	402.07	219.00	286.98	1706.67	166.49	55.40	45.80	<LOD	<LOD	932498.25	15.07	1.72	<LOD	<LOD	<LOD	<LOD	<LOD	2312.08	20323.00	9358.06	<LOD	464.30	224.66
