Index	Date	Time	Duration	SAMPLE	TYPE	CORE	Mo	Zr	Sr	U	Rb	Th	Pb	Au	Se	As	Hg	Zn	W	Cu	Ni	Co	Fe	Mn	Cr	V	Ti	Sc	Ca	K	S	Nd	Pr	Ce	La	Ba	Sb	Sn	Cd	Pd	Ag	Bal	Nb	Y	Bi	Re	Ta	Hf	Al	P	Si	Cl	Mg	Cs	Te
303	43790	0.573611111	120.62	apa2001-61.52-1	S	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2.49	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	513.35	230.01
304	43790	0.575694444	120.5	apa2001-61.52-2	D	APA2001	<LOD	242.85	28.63	<LOD	43.05	22.28	19.79	<LOD	<LOD	17.49	<LOD	<LOD	<LOD	804.85	2006.88	<LOD	7442.58	<LOD	15.01	5.34	83.15	3.1	<LOD	15587.22	7493.51	611.15	460.39	310.38	<LOD	2399.8	185.69	113.73	63.59	29.7	<LOD	927858.94	25.43	2.07	<LOD	<LOD	<LOD	<LOD	<LOD	3722.3	16500.31	11459.39	<LOD	520.09	255.89
305	43790	0.579166667	120.83	apa2001-62.10-1	S	APA2001	<LOD	149.63	12.21	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	26.81	<LOD	<LOD	2188.44	755.35	1748.21	569.32	35894.67	<LOD	16.47	3.82	88.56	3.19	1604.81	642.16	9449.99	903.16	679.38	289.42	371.3	1033.3	133.23	92.6	70.83	26.65	<LOD	898775	8.71	1.64	<LOD	<LOD	<LOD	<LOD	<LOD	2474.93	25493.85	10060.07	<LOD	492.91	218.25
306	43790	0.58125	122.31	apa2001-62.10-2	D	APA2001	<LOD	175.77	18.36	<LOD	3.81	18.96	19.66	<LOD	<LOD	<LOD	<LOD	<LOD	2270.31	804.64	1803.63	472.21	32562.43	<LOD	16.83	5.83	74.94	2.91	1320.8	642.08	6902.32	663.96	433.09	287.17	280.48	965.95	158.23	96.52	66.13	<LOD	<LOD	911925	9.97	1.61	<LOD	<LOD	<LOD	<LOD	<LOD	2242.72	20582.86	9395.19	<LOD	469.56	252.52
307	43790	0.583333333	120.37	apa2001-62.30-1	S	APA2001	<LOD	79.63	7.42	<LOD	6.48	<LOD	<LOD	<LOD	<LOD	19.32	<LOD	<LOD	2331.64	817.42	1820.54	485.47	30154.39	<LOD	16.02	3.28	65.07	2.84	<LOD	649.63	12697.44	700.76	491.1	238.01	267.95	905.21	154.17	92.45	56.64	24.52	<LOD	906263.75	8.98	1.6	<LOD	<LOD	<LOD	<LOD	<LOD	2741.29	19666.46	11237.61	<LOD	385.59	183.54
308	43790	0.586111111	121.5	apa2001-62.30-2	D	APA2001	<LOD	64.61	5.98	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2190.55	781.44	1668.93	487.09	27750.15	<LOD	15.51	3.39	48.08	2.96	<LOD	630.49	11616.82	573.14	349.45	<LOD	<LOD	1061.79	207.14	131.92	62.69	24.56	<LOD	911300	6.94	1.51	<LOD	<LOD	<LOD	<LOD	<LOD	2451.83	20530.8	10427.78	<LOD	525.8	294.52
309	43790	0.588888889	122.22	apa2001-63.53-1	S	APA2001	8.86	71.72	10.02	<LOD	7.3	<LOD	26.95	<LOD	<LOD	<LOD	<LOD	<LOD	2452.72	1077.1	1990.53	731.69	33383.18	<LOD	16.08	4.32	44.13	2.62	<LOD	656.99	14003.64	894.27	603.85	361.62	409.59	1040.33	209.59	86.64	51.45	45.34	<LOD	898430	9.2	1.94	<LOD	<LOD	<LOD	<LOD	<LOD	2938.13	20329.9	11163.32	<LOD	530.35	259.25
310	43790	0.592361111	121.78	apa2001-63.53-2	D	APA2001	<LOD	69.36	9.54	<LOD	7.78	<LOD	22.81	<LOD	<LOD	<LOD	<LOD	<LOD	2175.58	993.5	1868.66	538.81	29479.81	<LOD	14.45	4.3	47.82	1.78	<LOD	660.63	15227.8	897.05	541.73	273.75	298.49	1230.49	200.54	146.89	97.26	27.74	<LOD	905152.06	11.32	1.71	<LOD	<LOD	<LOD	<LOD	<LOD	2700.59	18454.02	10720.76	<LOD	547.67	314.83
311	43790	0.595138889	120.47	apa2001-63.95-1	S	APA2001	<LOD	196.19	15.32	<LOD	15.31	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2205.87	717.16	1749.63	436.92	28926.31	<LOD	18.89	3.6	92.7	2.85	<LOD	10519.43	9803.1	517.18	<LOD	<LOD	<LOD	1047.13	179.68	144.66	82.29	31.87	<LOD	913097.94	15.02	2.11	<LOD	<LOD	<LOD	<LOD	<LOD	2111.78	17764.79	10054.59	<LOD	476.94	283.28
312	43790	0.597222222	121.32	apa2001-63.95-2	D	APA2001	<LOD	196.38	12.39	<LOD	13.86	<LOD	29.09	<LOD	<LOD	<LOD	<LOD	<LOD	1940.69	751.17	1695.02	391.51	24451.4	<LOD	16.83	5.86	108.71	2.4	<LOD	725.14	8624.47	845.11	385.57	352.92	439.38	1118.93	166.56	75.62	48.84	<LOD	<LOD	916678.75	15.07	2.32	<LOD	<LOD	<LOD	<LOD	<LOD	1904.68	19525.04	10184.63	<LOD	502.53	224.54
314	43790	0.604166667	120.98	apa2001-64.13-1	S	APA2001	8.15	56.47	7.63	<LOD	<LOD	<LOD	44.94	<LOD	<LOD	<LOD	<LOD	<LOD	2359.96	921.61	1995.08	566.86	41293.45	<LOD	14.39	3.93	104.54	3.32	<LOD	641.09	19081.52	630.41	<LOD	317.48	<LOD	772.77	169.62	103.58	70.66	<LOD	<LOD	878605.06	13.33	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2028.09	30545.81	11143.11	<LOD	317.9	205.88
315	43790	0.60625	120.91	apa2001-64.13-2	D	APA2001	<LOD	93.11	8.08	<LOD	5.52	<LOD	25.87	<LOD	<LOD	<LOD	<LOD	<LOD	2393.91	863.99	1859.02	477.97	37360.45	<LOD	13.24	3.74	54.19	3.53	<LOD	632.69	11677.19	888.2	544.27	<LOD	262.45	1078.98	203.98	109.21	59.59	28.69	<LOD	894960.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2200.23	25536.64	11036.29	<LOD	502.26	257.03
316	43790	0.609027778	121.39	apa2001-64.99-1	S	APA2001	<LOD	144.9	28.42	<LOD	32.7	<LOD	30.04	<LOD	<LOD	<LOD	<LOD	<LOD	1686.52	645.28	1439.77	<LOD	8721.43	<LOD	13.01	4.25	85.33	1.74	<LOD	12292.54	7256.24	531.27	392.71	283.84	<LOD	1648.46	193.4	112.58	71.59	<LOD	<LOD	929474.5	14.39	1.67	<LOD	<LOD	<LOD	<LOD	<LOD	3104.72	22687.84	9151.15	<LOD	510.24	276.48
317	43790	0.611111111	121.76	apa2001-64.99-2	D	APA2001	<LOD	206.47	33.95	2.16	39.63	<LOD	14.98	<LOD	<LOD	<LOD	<LOD	<LOD	1639.86	608.58	1343.92	<LOD	6699.46	<LOD	14.21	6.69	102.73	1.94	<LOD	13722.33	5776.55	816.48	469.17	238.39	388.37	2285.58	210.68	162.55	69.09	26.12	<LOD	935886	14.1	2.72	<LOD	<LOD	<LOD	<LOD	<LOD	2432.67	18424.09	8911.33	<LOD	624.44	279.03
319	43790	0.619444444	120.25	apa2001-65.76-1	S	APA2001	<LOD	241.19	36.96	<LOD	42.34	17.63	23.58	<LOD	<LOD	<LOD	<LOD	<LOD	1905.68	638.8	1444.38	<LOD	8640.55	<LOD	13.75	7	103.66	2.28	<LOD	15321.67	6069.54	546.7	288.73	<LOD	<LOD	1638.48	117.08	66.18	49.52	18.77	<LOD	928823	13.84	1.96	<LOD	<LOD	<LOD	<LOD	<LOD	2755.2	20503.76	9999.81	<LOD	362.36	170.61
320	43790	0.621527778	120.36	apa2001-65.76-2	D	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1.95	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	576.95	256.74
321	43790	0.624305556	121.59	apa2001-66.10-1	S	APA2001	<LOD	171.2	35.43	1.92	41.92	16.1	<LOD	<LOD	<LOD	16.77	<LOD	<LOD	1781.91	649.53	1605.03	367.94	10353.67	<LOD	14.84	6.02	76.37	1.66	<LOD	12447.27	8290.77	656.05	412.88	309.19	319.98	1528.56	164.03	104.61	<LOD	<LOD	<LOD	931101	13.57	1.56	<LOD	<LOD	<LOD	<LOD	<LOD	2827.12	17914.96	9093.48	<LOD	402.31	170.34
322	43790	0.628472222	120.75	apa2001-66.10-2	D	APA2001	<LOD	199.84	35.2	<LOD	45.88	24.42	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1723.72	606.42	1374.23	<LOD	8477.23	<LOD	14.67	7.24	99.36	1.68	<LOD	12835.96	5143.01	545.49	338.1	349.82	180.65	1761.62	121.45	108.94	68.72	<LOD	<LOD	939698.88	14.6	1.94	<LOD	<LOD	<LOD	<LOD	<LOD	1762.78	16715.7	8094.57	<LOD	482.88	223.25
325	43790	0.635416667	120.6	apa2001-66.72-1	S	APA2001	<LOD	177.38	32.8	2.62	35.51	<LOD	23.09	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	634.45	1337.23	<LOD	8143.96	<LOD	14.48	6.89	91.37	2.6	1491.96	14557.18	6177.86	480.37	<LOD	<LOD	238.44	1749.75	176.98	125.8	72.16	18.98	<LOD	932793.75	9.34	2.07	<LOD	<LOD	<LOD	<LOD	<LOD	2544.64	19591.96	8841.32	<LOD	495.66	288.48
326	43790	0.6375	120.48	apa2001-66.72-2	D	APA2001	<LOD	182.03	36.86	<LOD	41.7	13.63	22.47	<LOD	<LOD	<LOD	<LOD	<LOD	1832.83	602.59	1379.39	<LOD	7646.2	<LOD	14.5	4.88	123.44	2.53	1227	13750.14	6302.06	586.12	402.07	219	286.98	1706.67	166.49	55.4	45.8	<LOD	<LOD	932498.25	15.07	1.72	<LOD	<LOD	<LOD	<LOD	<LOD	2312.08	20323	9358.06	<LOD	464.3	224.66
327	43790	0.640972222	121.02	apa2001-66.98-1	S	APA2001	<LOD	58.61	10.64	<LOD	5.15	<LOD	29.45	<LOD	<LOD	<LOD	<LOD	<LOD	3215.18	1152.05	2647.17	1105.8	53310.39	<LOD	15.35	3.9	45.44	2.39	<LOD	10239.05	28237.12	844.58	477.66	<LOD	275.88	813.9	211.79	124.5	<LOD	<LOD	<LOD	859073.63	<LOD	1.76	<LOD	<LOD	<LOD	<LOD	<LOD	3207.34	21395.11	12864	<LOD	427.62	213.08
328	43790	0.64375	121.14	apa2001-66.98-2	D	APA2001	<LOD	90.74	7.07	<LOD	<LOD	<LOD	20.83	<LOD	<LOD	<LOD	<LOD	<LOD	2145.22	790.14	1808.86	367.35	29311.77	<LOD	14.52	5.13	59.15	3.59	<LOD	638.28	12959.5	958.49	558.82	285.67	287.69	1181.83	226.11	159.15	97.2	28.52	<LOD	910248.5	11.95	2.05	<LOD	<LOD	<LOD	<LOD	<LOD	2677.72	17463.47	9969.14	<LOD	648.39	348.66
329	43790	0.646527778	122.24	apa2001-67.40-1	S	APA2001	<LOD	95.54	4.81	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	18.39	<LOD	<LOD	<LOD	927.39	2185.44	596.73	44176.04	<LOD	16.81	4.35	67.06	2.32	<LOD	639.93	17011.02	845.88	445.24	<LOD	290.2	1182.44	223.09	160.06	86.45	43.62	<LOD	889092.88	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2236.22	17435.08	11166.97	<LOD	542.83	310.72
330	43790	0.648611111	121.42	apa2001-67.40-2	D	APA2001	<LOD	60.41	6.1	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2060.99	841.96	1777.61	445.48	29150.42	<LOD	12.93	3.79	84.88	3.4	<LOD	625.4	8973.03	569.76	539.77	<LOD	<LOD	850.9	160.18	102.45	59.19	<LOD	<LOD	913061.31	8.17	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2604.95	21761.84	9618.39	<LOD	404.73	215.86
331	43790	0.651388889	120.41	apa2001-68.28-1	S	APA2001	<LOD	76.31	5.51	<LOD	<LOD	<LOD	22.87	<LOD	<LOD	<LOD	<LOD	<LOD	2543.96	1283.97	2043	433.97	41497.82	<LOD	15.34	4.36	50.24	2.86	<LOD	603.46	15359.1	606.04	437.44	319.32	251.45	945.46	214.92	108.42	63.8	<LOD	<LOD	893093.94	7.6	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2382.33	18512.32	10973.3	<LOD	456.71	244.33
332	43790	0.652777778	122.25	apa2001-68.28-2	D	APA2001	<LOD	76.35	9.51	<LOD	<LOD	<LOD	25.76	<LOD	<LOD	<LOD	<LOD	<LOD	2849.72	1453.73	2037.99	614.01	45672.47	<LOD	15.94	3.89	54.14	2.32	<LOD	632.5	14860.7	677.26	411.35	297.14	279.37	716.7	128.16	66.54	<LOD	<LOD	<LOD	888626.31	12.86	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2114.82	18931.88	11071.93	<LOD	402.39	189.87
333	43790	0.65625	122.2	apa2001-68.80-1	S	APA2001	<LOD	197.13	19.01	<LOD	18.85	<LOD	18.4	<LOD	<LOD	<LOD	<LOD	<LOD	2280.22	789.33	1741.46	381.3	28504.07	<LOD	19.61	4.57	100.22	2.55	<LOD	11271.56	6915.48	762.89	326.39	<LOD	286.25	1296.46	173.17	135.97	90.27	23.84	<LOD	913082.19	12.62	1.83	<LOD	<LOD	<LOD	<LOD	<LOD	1752.08	18945.38	10722.31	<LOD	481.94	279.71
334	43790	0.658333333	121.02	apa2001-68.80-2	D	APA2001	<LOD	225.54	16.69	<LOD	20.44	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2057.76	726.04	1689.95	393.59	25063.62	<LOD	18.72	4.29	115.88	1.85	<LOD	737.98	6322.8	690.67	414.56	398.23	285.67	1395.29	209.56	196.68	73.08	37.91	<LOD	921235.69	12.59	2.57	<LOD	<LOD	<LOD	<LOD	<LOD	2255.18	17562.72	9233.76	<LOD	626.23	314.69
336	43790	0.663888889	121.57	apa2001-69.20-1	S	APA2001	<LOD	107.06	7.95	<LOD	6.26	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2531.3	918.12	2204.13	579.26	32245.62	<LOD	16.18	5.04	68.98	2.06	<LOD	10161.82	12552.11	655.8	313.91	272.35	<LOD	967.94	162.41	99.94	<LOD	<LOD	<LOD	897245	10.8	1.83	<LOD	<LOD	<LOD	<LOD	<LOD	2512.17	23900.73	11655.91	<LOD	359.34	191.04
337	43790	0.666666667	121.39	apa2001-69.20-2	D	APA2001	<LOD	76.06	6.94	<LOD	6.24	<LOD	31.51	<LOD	<LOD	<LOD	<LOD	<LOD	2860.25	1031.26	2359.81	774.59	42987.63	<LOD	15.11	6.02	58.5	2.66	<LOD	655.22	21225.29	757.28	522.35	319.39	<LOD	1282.22	231.13	92.79	<LOD	35.13	<LOD	878406.5	12.07	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2309.76	24689.41	10841.81	<LOD	548.14	298.29
338	43790	0.669444444	121.63	apa2001-69.20-1	S	APA2001	<LOD	127.75	11.28	<LOD	10.84	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1937.37	791.38	1429.17	379.25	36419.33	<LOD	15.15	5.48	92.21	2.55	<LOD	722.4	14642.08	567.67	367.95	319.13	<LOD	774.02	125.37	98.74	35.01	<LOD	<LOD	888267.38	14.33	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2277.72	33183.32	9079.48	<LOD	352.84	193.13
339	43790	0.672222222	122.56	apa2001-69.20-2	D	APA2001	<LOD	112.24	4.26	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	24.67	<LOD	<LOD	2126.7	821.39	1934.87	462.59	32710.65	<LOD	17.46	5.39	72.12	2.82	<LOD	667.44	9728.83	718.79	384.97	263.02	271.78	1133.37	185.04	115.19	53.42	31.26	<LOD	906231.38	9.84	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2519.54	20062.76	10724.78	<LOD	554.47	334.67
340	43790	0.675	121.89	apa2001-70.22-1	S	APA2001	10.05	175.63	17.38	<LOD	21.15	<LOD	21.9	<LOD	<LOD	<LOD	<LOD	<LOD	2069.32	692	1627.02	388.78	24389.22	<LOD	18.01	5.62	91.48	2.37	<LOD	10958.94	9805.17	803.43	514.7	245.11	<LOD	1465.34	220.37	184.47	43.64	<LOD	<LOD	913997.44	12.96	1.78	<LOD	<LOD	<LOD	<LOD	<LOD	1949.05	20292.91	10003.3	<LOD	604.03	321.55
341	43790	0.677083333	121.73	apa2001-70.22-2	D	APA2001	<LOD	165.6	22.63	<LOD	27.03	<LOD	23.04	<LOD	<LOD	<LOD	<LOD	<LOD	2055.32	774.09	1787.55	<LOD	19203.65	<LOD	15.79	6.93	85.73	3.33	<LOD	12458.63	12782.78	<LOD	<LOD	<LOD	<LOD	1381.09	173.93	109.47	61.36	28.24	<LOD	910531.75	13.64	1.68	<LOD	<LOD	<LOD	<LOD	<LOD	3143.49	23807.5	10754.24	<LOD	454.88	247.14
342	43790	0.679861111	122.36	apa2001-70.55-1	S	APA2001	<LOD	274.66	48.81	2.33	37.71	16.79	18.93	<LOD	<LOD	17.23	<LOD	<LOD	1736.64	620.21	1486.96	<LOD	7854.83	<LOD	13.18	5.95	107.43	2.08	<LOD	11627	5929.59	609.11	415.35	214.48	192.06	1684.64	187.71	111.66	59.9	28.5	<LOD	940869.5	19.96	2.22	<LOD	<LOD	<LOD	<LOD	<LOD	2021.4	16637.18	7696.32	<LOD	504.08	243.79
343	43790	0.681944444	121.59	apa2001-70.55-2	D	APA2001	<LOD	273.29	44.83	2	37.3	<LOD	26.35	<LOD	<LOD	<LOD	<LOD	<LOD	1817.97	630.09	1316.72	<LOD	7059.41	<LOD	13.56	5.85	92.63	2	<LOD	12671.31	6668.26	889.75	525.58	231.01	219.84	1762.28	176.69	114.57	77.86	20	<LOD	931792.81	23.03	2.41	<LOD	<LOD	<LOD	<LOD	<LOD	2872.01	21786.65	9072.99	<LOD	499.93	255.25
376	43791	0.392361111	120.86	apa2001-72.20-1	S	APA2001	10.35	392.06	102.21	25.5	80.72	39.68	44.69	<LOD	<LOD	103.07	<LOD	40.2	379.83	268.59	98.66	<LOD	40319.86	433.52	39.08	89.51	4211.33	<LOD	6446.59	30633.58	2329.18	412.69	218.89	171.29	208.25	487.7	37.93	32.08	10.87	<LOD	<LOD	523415.16	11.35	2.58	<LOD	<LOD	<LOD	<LOD	80431.97	1332.71	310304.66	1120.56	<LOD	144.26	56.94
377	43791	0.422916667	120.6	apa2001-72.20-2	D	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1.7	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	395.87	191.63
378	43791	0.425694444	122.63	apa2001-72.52-1	S	APA2001	12.14	109.56	14.1	<LOD	12.91	20.43	39.91	<LOD	<LOD	<LOD	<LOD	<LOD	2791.07	986.13	2272.12	817.81	46288.11	<LOD	15.47	3.95	64.66	2.49	<LOD	11081.9	22010.48	1390.39	825.22	372.51	380.68	1360.86	191.7	150.42	102.86	<LOD	<LOD	870982.31	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2230.7	22773.95	12730.45	<LOD	535.35	253.19
379	43791	0.427777778	122.54	apa2001-72.52-2	D	APA2001	14.92	128.06	9.44	<LOD	10.24	<LOD	25.98	<LOD	<LOD	20.13	<LOD	<LOD	2033.27	776.19	1812.73	524.93	33988.16	<LOD	16.4	3.04	66.52	2.64	<LOD	666.11	6980.58	838.44	414.56	237.43	318.18	1339.43	214.16	149.03	52.03	28.82	<LOD	918674.94	8	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2056.99	13630.45	8811.75	<LOD	541.02	291.47
380	43791	0.429861111	120.56	apa2001-73.57-1	S	APA2001	<LOD	189.52	26.49	1.82	31.38	<LOD	22.33	<LOD	<LOD	<LOD	<LOD	<LOD	2028.39	713.99	1546.51	327.43	18925.43	<LOD	15.24	4.73	84.05	2.88	<LOD	12061.53	9166.92	613.3	361.88	283.52	270.51	1590.3	139.19	130.93	56.37	24.81	<LOD	919483.19	14.95	1.98	<LOD	<LOD	<LOD	<LOD	<LOD	2663.26	18856.55	10474.29	<LOD	477.68	220.66
381	43791	0.432638889	121.1	apa2001-73.57-2	D	APA2001	<LOD	153.8	35.74	<LOD	31.59	<LOD	23.86	<LOD	<LOD	<LOD	<LOD	<LOD	1596.63	629.48	1337.11	<LOD	10685.9	<LOD	13.91	6.84	108.63	2.91	<LOD	12291.79	5962.41	778.06	443.62	398.66	384.67	1413.72	203.82	117.63	65.33	26.95	<LOD	932314.63	12.97	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2223.64	19727.28	8837.34	<LOD	477.11	221.25
382	43791	0.435416667	120.05	apa2001-73.96-1	S	APA2001	<LOD	235.94	40.01	<LOD	39.56	18.92	<LOD	<LOD	<LOD	14.97	<LOD	<LOD	1711.38	625.98	1546.02	<LOD	8508.86	<LOD	14.99	5.56	77.74	2.78	<LOD	14535.02	6930.57	764.78	452.52	400.49	436.63	1725.36	200.43	119.83	81.78	<LOD	<LOD	928505.63	16.29	2.12	<LOD	<LOD	<LOD	<LOD	<LOD	2641.62	20332.98	10020	<LOD	561.22	235.16
383	43791	0.4375	121.84	apa2001-73.96-2	D	APA2001	<LOD	299.95	48.28	<LOD	47.01	18.06	17.44	<LOD	<LOD	17.3	<LOD	<LOD	1801.9	632.17	1389.29	<LOD	7098.76	<LOD	14.43	5.93	112.56	2.54	<LOD	15927.12	6519.27	617.45	<LOD	311	262.08	1976.45	180.49	120.33	76.26	19.45	<LOD	931088.19	19.12	2.36	<LOD	<LOD	<LOD	<LOD	<LOD	2437.46	19829.65	9203.71	<LOD	540.91	301.42
384	43791	0.447222222	120.99	apa2001-72.98-1	S	APA2001	<LOD	88.62	5	<LOD	<LOD	14.96	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2177.82	822.56	1808.39	461.49	28783.4	<LOD	15.47	4.8	61.19	2.68	<LOD	618.87	12194.66	678.56	328.31	281.04	<LOD	995.46	205.94	115.94	74.21	24.28	<LOD	906501.25	9.6	1.63	<LOD	<LOD	<LOD	<LOD	<LOD	2935.12	22049.3	10493.3	<LOD	515.36	287.48
386	43791	0.45	122.61	apa2001-72.98-2	D	APA2001	<LOD	86.82	5.63	<LOD	<LOD	18.77	21.26	<LOD	<LOD	<LOD	<LOD	<LOD	2462.29	963.28	2007.25	660.56	35358.65	<LOD	16.36	2.93	62.61	2.9	<LOD	629.56	14126.4	705.07	370.04	<LOD	<LOD	1042.15	170.74	107.17	59.57	<LOD	<LOD	897559.25	11.06	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2449.39	21914.18	11395.15	<LOD	468.44	274.43
387	43791	0.452777778	120.62	apa2001-74.35-1	S	APA2001	<LOD	138.13	39.04	<LOD	32.9	14.12	22.07	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	653.33	1696.34	<LOD	4231.65	<LOD	15.04	3.47	45.9	2.2	<LOD	13676.09	7483.55	504.43	277.52	219.72	360.62	1355.39	142.42	113.3	50.33	<LOD	<LOD	935107.81	14.53	3.01	<LOD	<LOD	<LOD	<LOD	<LOD	2759.67	18002.53	10651.38	<LOD	444.56	204.88
388	43791	0.455555556	120.04	apa2001-74.35-2	D	APA2001	<LOD	145.85	44.28	<LOD	32.28	15.49	25.54	<LOD	<LOD	<LOD	<LOD	<LOD	2040.09	758.84	1507.69	<LOD	4591.36	<LOD	15.12	4.63	46.17	2.01	<LOD	13395.41	7026.32	698.82	505.7	394.02	416.1	1350.11	139.3	115.77	43.58	<LOD	<LOD	935208.81	11.64	2.9	<LOD	<LOD	<LOD	<LOD	<LOD	3023.34	17277.13	10685.39	<LOD	437.99	160.33
390	43791	0.461111111	120.63	apa2001-75.35-1	S	APA2001	<LOD	224.99	59.62	<LOD	39.5	15.04	15.74	<LOD	<LOD	<LOD	<LOD	<LOD	1372.73	491.56	996.58	<LOD	8793.37	<LOD	14.7	6.32	151.68	2.88	826.81	14029.62	4619.82	381.41	292.01	331.12	267.79	1475.57	179.38	124.77	62.87	<LOD	<LOD	937359.56	12.3	2.99	<LOD	<LOD	<LOD	<LOD	<LOD	2081.08	20281.87	6822.8	<LOD	436.18	219.78
391	43791	0.4625	122.64	apa2001-75.35-2	D	APA2001	<LOD	220.68	58.05	1.73	40.85	16.53	21.99	<LOD	<LOD	<LOD	<LOD	<LOD	1409.14	477.79	999.07	<LOD	8568.01	<LOD	12.02	3.81	142.54	2.08	<LOD	13297.91	4381.95	358.93	281.72	286.38	174.33	1531.2	194.66	107.92	73.67	19.24	<LOD	939798.25	14.97	2.95	<LOD	<LOD	<LOD	<LOD	<LOD	1794.38	19825.06	6461.43	<LOD	460.34	247.04
392	43791	0.467361111	120.73	apa2001-76.55-1	S	APA2001	<LOD	268.33	68.83	<LOD	47.26	16.91	27.34	<LOD	<LOD	<LOD	<LOD	<LOD	1775.61	616.36	1417.54	<LOD	4630.99	<LOD	13.69	5.88	76.45	1.72	1348.52	13387.33	6362.79	760.63	446.18	461.59	359.75	1834.08	195.31	137.21	70.06	21.81	<LOD	936520.81	19.81	2.74	<LOD	<LOD	<LOD	<LOD	<LOD	2467.42	19083.16	8951.18	<LOD	523.09	251.03
393	43791	0.470138889	122.72	apa2001-76.55-2	D	APA2001	<LOD	273.66	70.76	<LOD	46.21	<LOD	26.42	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	596.81	1297.27	<LOD	4689.26	<LOD	14.29	5.15	77.96	2.14	1304.88	13784.66	6041.75	794.46	420.23	347.6	345.31	1660.82	178.77	112.56	60.91	19.94	<LOD	936033.13	19.59	2.69	<LOD	<LOD	<LOD	<LOD	<LOD	2390.66	20098.69	8782.17	<LOD	454.59	239.33
394	43791	0.473611111	122.67	apa2001-77.32-1	S	APA2001	<LOD	347.18	81.97	<LOD	56.26	16.21	23.95	<LOD	<LOD	<LOD	<LOD	<LOD	1276.1	508.84	837.33	<LOD	9640.6	<LOD	15.53	6.2	251.03	2.42	<LOD	18266.46	5455.6	655.28	453.2	284.17	325.97	1677.89	150.82	87.68	59	<LOD	<LOD	926125.31	27.3	2.98	<LOD	<LOD	<LOD	<LOD	<LOD	2172.37	24691.99	6900.38	<LOD	389.31	191.19
